geometry,objectid,pop_id,location,geo_address,description,image_,image_alt_text,longitude,latitude,status,thumb_url,image_url,photo_credit,ward,ward_and_num,globalid
"{""type"":""Point"",""coordinates"":[-79.38917020999997,43.65336890000003]}",120,120,234 Simcoe Street,,,,,-79.38917021,43.653368900000004,EXISTING,,,,Spadina-Fort York,Spadina-Fort York (10),8846f41c-dad3-46c2-ba2d-bef1eab05bb2
"{""type"":""Point"",""coordinates"":[-79.36887099999996,43.64492177000005]}",121,121,"143-177 Lake Shore Boulevard East, 26 Richardson Street and 130-132 Queens Quay East
26 Richardson Street and 130-132 Queens Quay East",,,,,-79.368871,43.644921769999996,EXISTING,,,,Spadina-Fort York,Spadina-Fort York (10),607d7fbe-c479-4dc5-a109-c110ac34f3c7
"{""type"":""Point"",""coordinates"":[-79.35899950999999,43.66014358000001]}",122,122,591 Dundas Street East,,,,,-79.35899951,43.66014358,EXISTING,,,,Toronto Centre,Toronto Centre (13),9d2a4638-9a9f-4196-8ea7-a06454a9a824
"{""type"":""Point"",""coordinates"":[-79.48037485999998,43.66421816000002]}",123,123,625 Runnymede Road,,,,,-79.48037486,43.664218160000004,EXISTING,,,,Parkdale-High Park,Parkdale-High Park (4),87699abe-a021-4f79-9b4a-1efd15f9cf3d
"{""type"":""Point"",""coordinates"":[-79.44795822999998,43.73278141000003]}",124,124,30 Tippett Road,,,,,-79.44795823,43.73278141,FUTURE,,,,York Centre,York Centre (6),1e987944-82f9-4185-ac72-8cdf6dfc4734
"{""type"":""Point"",""coordinates"":[-79.38496812,43.66650071000004]}",125,125,587 Yonge Street,,,,,-79.38496812,43.66650071,FUTURE,,,,Toronto Centre,Toronto Centre (13),a0695dae-6694-4b8a-96aa-4eb7bbcc4edc
"{""type"":""Point"",""coordinates"":[-79.37800826999995,43.64212693000002]}",126,126,30 Bay Street,,,,,-79.37800827,43.642126929999996,FUTURE,,,,Spadina-Fort York,Spadina-Fort York (10),8ad9e81f-3b36-41cf-98bc-da36837e9a3f
"{""type"":""Point"",""coordinates"":[-79.38016926,43.66538284000001]}",127,127,81 Wellesley Street East,,,,,-79.38016926,43.66538284,FUTURE,,,,Toronto Centre,Toronto Centre (13),ee4e8470-4732-40b1-aa7f-aa431882658c
"{""type"":""Point"",""coordinates"":[-79.38349363999998,43.662740840000026]}",128,128,475 Yonge Street,,,,,-79.38349364,43.66274084,FUTURE,,,,Toronto Centre,Toronto Centre (13),091a7f6c-41d7-4f62-963c-92cd2d3f2746
"{""type"":""Point"",""coordinates"":[-79.36429820000001,43.653606000000025]}",130,130,93-95 Berkeley Street and 112-124 Parliament Street,,,,,-79.3642982,43.653605999999996,EXISTING,,,,Toronto Centre,Toronto Centre (13),2c9e768b-05b0-4791-825c-38d1f72e591a
"{""type"":""Point"",""coordinates"":[-79.30101174999999,43.69327240000001]}",131,131,90 Eastdale Avenue,,,,,-79.30101175,43.6932724,FUTURE,,,,Beaches-East York,Beaches-East York (19),808bcf76-685f-443d-befe-574ac8efe534
"{""type"":""Point"",""coordinates"":[-79.38998100999999,43.64764911000003]}",132,132,283 Adelaide Street West,,,,,-79.38998101,43.647649109999996,FUTURE,,,,Spadina-Fort York,Spadina-Fort York (10),cc774ca4-1640-4910-b595-310e17c16891
"{""type"":""Point"",""coordinates"":[-79.33644562999996,43.71986975000004]}",133,133,1185 Eglinton Avenue East,,,,,-79.33644563,43.71986975,EXISTING,,,,Don Valley East,Don Valley East (16),54909163-b98a-490f-aff8-1fcd8f105478
"{""type"":""Point"",""coordinates"":[-79.34751594,43.65461058000005]}",135,135,21 Don Valley Parkway,,,,,-79.34751594,43.65461058,FUTURE,,,,Toronto-Danforth,Toronto-Danforth (14),aac82d21-fde4-444f-9473-4bff1a38c3cd
"{""type"":""Point"",""coordinates"":[-79.34786942,43.734465460000024]}",136,136,169 The Donway West,,,,,-79.34786942000001,43.73446546,FUTURE,,,,Don Valley East,Don Valley East (16),7257ceb2-4adf-46e8-81fc-24271449be9b
"{""type"":""Point"",""coordinates"":[-79.47293185999996,43.63838854000005]}",137,137,34-50 Southport Street,,,,,-79.47293186,43.63838854,FUTURE,,,,Parkdale-High Park,Parkdale-High Park (4),c1d75b9b-f031-400c-8169-dbd3defff444
"{""type"":""Point"",""coordinates"":[-79.24826145999998,43.77633970000005]}",138,138,675 Progress Avenue,,,,,-79.24826146,43.7763397,FUTURE,,,,Scarborough-Guildwood,Scarborough-Guildwood (24),7d48e419-3e1d-4580-8cbb-0163aefe2490
"{""type"":""Point"",""coordinates"":[-79.46295943999996,43.65429402000001]}",139,139,1844 Bloor Street West,,,,,-79.46295944,43.65429402,EXISTING,,,,Parkdale-High Park,Parkdale-High Park (4),35c7ecbb-dd89-438f-af3f-eae7185f8164
"{""type"":""Point"",""coordinates"":[-79.55822352999996,43.63908993000001]}",140,140,2 Gibbs Road,,,,,-79.55822353,43.639089930000004,EXISTING,,,,Etobicoke Centre,Etobicoke Centre (2),dd8b0b58-514e-450e-8fed-f9108b3ada7f
"{""type"":""Point"",""coordinates"":[-79.47948345999998,43.62428046000002]}",141,141,2169-2173 Lakeshore Boulevard West,,,,,-79.47948346,43.62428046,EXISTING,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),aaa36729-f4d2-4395-88c9-75a2fa0e2afe
"{""type"":""Point"",""coordinates"":[-79.41980895,43.63867803000005]}",142,142,99 Atlantic Avenue/40 Hanna Avenue,,,,,-79.41980894999999,43.638678029999994,EXISTING,,,,Spadina-Fort York,Spadina-Fort York (10),2f357ee4-8a4a-4964-be8c-85f2147501b5
"{""type"":""Point"",""coordinates"":[-79.33197917999996,43.65947197000003]}",143,143,721 Eastern Avenue,,,,,-79.33197918,43.65947197,FUTURE,,,,Toronto-Danforth,Toronto-Danforth (14),453528ed-da6c-4fdc-a65a-22d35706215a
"{""type"":""Point"",""coordinates"":[-79.39182473,43.64096770000003]}",144,144,23 Spadina Avenue,,,,,-79.39182473000001,43.640967700000004,FUTURE,,,,Spadina-Fort York,Spadina-Fort York (10),042d5109-4750-4d1a-b822-a256f61701c0
"{""type"":""Point"",""coordinates"":[-79.36109578999998,43.75320033000003]}",145,145,740 & 750 York Mills Road and 17 Farmstead Road,,,,,-79.36109579000001,43.75320033,FUTURE,,,,Don Valley West,Don Valley West (15),8b55bc49-78fa-45e3-a772-09f402df949d
"{""type"":""Point"",""coordinates"":[-79.47852814999999,43.62376014]}",146,146,2175 Lakeshore Boulevard West,,,,,-79.47852815,43.62376014,EXISTING,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),d3cdb4d0-203b-403b-9382-fbdf689f48db
"{""type"":""Point"",""coordinates"":[-79.48849035,43.63796183000005]}",147,147,150 Berry Road,,,,,-79.48849034999999,43.63796183,EXISTING,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),9f3b311f-154b-4c5d-b673-631c40b44255
"{""type"":""Point"",""coordinates"":[-79.36697785999996,43.64965946000001]}",148,148,177 Front Street East,,,,,-79.36697786,43.64965946,FUTURE,,,,Toronto Centre,Toronto Centre (13),667e600a-9931-4d1b-be4f-56f2030d3f1c
"{""type"":""Point"",""coordinates"":[-79.46298774999997,43.67432110000004]}",149,149,423 Old Weston Road,,,,,-79.46298775000001,43.6743211,FUTURE,,,,Davenport,Davenport (9),ab57d0b2-0ef7-4c60-8795-3139677572d8
"{""type"":""Point"",""coordinates"":[-79.55813981,43.60956845000004]}",150,150,700 Evans Avenue,,A publicly-accessible open space and pedestrian walkway.,700evansavenue.jpg,"Image of a building forecourt with planters, trees, paved areas and a covering over the entrance to the building.",-79.55813981,43.60956845,EXISTING,,/ext/pln/pops/700evansavenue.jpg,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),8f724701-777f-4c01-8268-352094f7d3c1
"{""type"":""Point"",""coordinates"":[-79.37508946999998,43.65413431000002]}",151,151,88 Queen Street East,,,,,-79.37508947,43.654134309999996,FUTURE,,,,Toronto Centre,Toronto Centre (13),52722e72-95f6-48e0-a33b-e66be4a1c5d3
"{""type"":""Point"",""coordinates"":[-79.37721017999996,43.65171606000001]}",152,152,20-26 Lombard Street and 25 Richmond Street East,,,,,-79.37721018,43.65171606,FUTURE,,,,Toronto Centre,Toronto Centre (13),8593e144-d569-4b25-996f-4f2e4919143b
"{""type"":""Point"",""coordinates"":[-79.39807056000001,43.70660299000002]}",153,153,1 Eglinton Avenue East,,,,,-79.39807056,43.70660299,EXISTING,,,,Toronto-St. Paul's,Toronto-St. Paul's (12),85b104bb-a1cd-45c6-8f36-25d177b66b41
"{""type"":""Point"",""coordinates"":[-79.59974102999996,43.716293870000015]}",154,154,555 Rexdale Boulevard,,,,,-79.59974103,43.71629387,FUTURE,,,,Etobicoke North,Etobicoke North (1),d697a8c3-be3d-44da-a3f7-928a97d1078d
"{""type"":""Point"",""coordinates"":[-79.51923061999997,43.66169326000005]}",155,155,270 The Kingsway,,,,,-79.51923062,43.66169326,FUTURE,,,,Etobicoke Centre,Etobicoke Centre (2),d436069f-aee7-473e-bf1e-d3f1c1ae68f1
"{""type"":""Point"",""coordinates"":[-79.46676718999998,43.63735716000002]}",156,156,91 The Queensway,,,,,-79.46676719,43.63735716,FUTURE,,,,Parkdale-High Park,Parkdale-High Park (4),cedb2d99-f537-4609-9ef9-3b452c35c671
"{""type"":""Point"",""coordinates"":[-79.36819107999997,43.654442140000015]}",157,157,"245-285 Queen Street East, 348-410 Richmond Street East, and 88-106 Ontario Street",,,,,-79.36819108,43.65444214,FUTURE,,,,Toronto Centre,Toronto Centre (13),045b5a3e-0a2f-4605-b78a-71d56b1ea237
"{""type"":""Point"",""coordinates"":[-79.28383087999998,43.748054560000014]}",158,158,2180 Lawrence Avenue East,,,,,-79.28383088,43.74805456,FUTURE,,,,Scarborough Centre,Scarborough Centre (21),bedd4c78-52c0-4c16-80a2-afd5834575c6
"{""type"":""Point"",""coordinates"":[-79.54064752,43.634490380000045]}",159,159,5365 Dundas Street West,,,5365dundaswest.jpg,"Image of a parkette located at an intersection with raised planters with trees and shrubs, there are unit pavers between the planters.",-79.54064752,43.63449038,EXISTING,,/ext/pln/pops/5365dundaswest.jpg,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),eb1339a9-a2bd-4fb1-9893-5ffcf8a12854
"{""type"":""Point"",""coordinates"":[-79.42562125999996,43.64217104000005]}",160,160,1171-1175 Queen Street West,,,,,-79.42562126,43.64217104,EXISTING,,,,Davenport,Davenport (9),68157646-0f37-47ee-8c85-6affa550614e
"{""type"":""Point"",""coordinates"":[-79.37205659,43.671600030000036]}",161,161,575 & 585 Bloor Street East,,,,,-79.37205659,43.67160003,FUTURE,,,,Toronto Centre,Toronto Centre (13),d586393f-3e9d-4e19-b8e1-4c8feec99e68
"{""type"":""Point"",""coordinates"":[-79.50855221999996,43.68861671000002]}",162,162,82 Buttonwood Avenue,,,,,-79.50855222,43.68861671,EXISTING,,,,York South-Weston,York South-Weston (5),c1100521-62fe-4281-a12c-ae60730af676
"{""type"":""Point"",""coordinates"":[-79.39716701999998,43.70805849000004]}",163,163,39-41 Roehampton Avenue,,,,,-79.39716702,43.70805849,FUTURE,,,,Toronto-St. Paul's,Toronto-St. Paul's (12),86b89f06-a8eb-4110-a78a-d76171105c98
"{""type"":""Point"",""coordinates"":[-79.47933437,43.623498600000005]}",164,164,2183 Lake Shore Boulevard West,,,,,-79.47933436999999,43.6234986,EXISTING,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),6e2027d0-2fe6-4728-8a75-bb53ccbd8f2e
"{""type"":""Point"",""coordinates"":[-79.36118654999996,43.649384190000035]}",165,165,33-37 Parliament Street,,,,,-79.36118655,43.64938419,FUTURE,,,,Spadina-Fort York,Spadina-Fort York (10),85b4baa4-d7af-4921-9670-2bc6a5d66780
"{""type"":""Point"",""coordinates"":[-79.54472644999998,43.63187474600005]}",166,,5509 Dundas Street West,,Plaza at the SW corner of Dundas Street West and Shorncliffe Road.,,,-79.54507782,43.63165926,FUTURE,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),e756ff73-a881-4464-bbf9-163361a0e680
"{""type"":""Point"",""coordinates"":[-79.44537197,43.65467808000005]}",167,112,158 Sterling Road,,,,,-79.44537197,43.654678080000004,EXISTING,,,,Davenport,Davenport (9),7439ec48-3b6f-4a80-96c7-b5f977ee2fab
"{""type"":""Point"",""coordinates"":[-79.280633206,43.713445458000024]}",172,,705 Warden Avenue,,"Two separate POPS areas.  One plaza on Warden Ave. partway between Roper Rd. and St. Clair Ave. E., and one off Roper Rd. internal to the site.",,,-79.28063321,43.71344546,FUTURE,,,,Scarborough Southwest,Scarborough Southwest (20),3bb8df94-d309-4974-b03c-3cebf87f6e15
"{""type"":""Point"",""coordinates"":[-79.28884912199999,43.69389279300003]}",173,,777 Victoria Park Avenue,,Two POPS spaces - one at the north-west corner of the site (450 sq. m) and one at the south-west corner of the site (140 sq. m).,,,-79.28884912,43.69389279,FUTURE,,,,Scarborough Southwest,Scarborough Southwest (20),2b789e56-4aec-4d0e-aa56-1273cc256b44
"{""type"":""Point"",""coordinates"":[-79.20575441299997,43.752775360000044]}",174,,66 & 80 Dale Avenue,,Walking trail along the western and northern edges of the site.,,,-79.20575441,43.752775359999994,FUTURE,,,,Scarborough-Guildwood,Scarborough-Guildwood (24),d7985ac2-cd17-4fd2-9010-a911dc3b9d30
"{""type"":""Point"",""coordinates"":[-79.30026416299995,43.725554621000015]}",175,,1880-1890 Eglinton Avenue East,,Multiple POPS located within the site (midblock connections and plaza spaces).,,,-79.30026416,43.72555462,EXISTING,,,,Scarborough Centre,Scarborough Centre (21),29a41ea1-b887-4bd9-8867-698957e82415
"{""type"":""Point"",""coordinates"":[-79.39056643099997,43.680463562]}",176,,"5 Scrivener Square, 4-10R Price Street, 1095-1107 Yonge Street",,Internal midblock connection,,,-79.39056643,43.68046356,FUTURE,,,,University-Rosedale,University-Rosedale (11),f1adef7c-6c5a-4b4a-a590-69ba2d2dd7d5
"{""type"":""Point"",""coordinates"":[-79.40206077599998,43.667592299000034]}",177,,300 Bloor Street West and 478 Huron Street,,Open space,,,-79.40206078,43.667592299999995,FUTURE,,,,University-Rosedale,University-Rosedale (11),bb6fb55d-be93-4191-aa4c-e46b53bbfcea
"{""type"":""Point"",""coordinates"":[-79.393661372,43.71090130600004]}",178,,100 Broadway Avenue & 223-233 Redpath Avenue,,Internal midblock connection,,,-79.39366137,43.710901310000004,FUTURE,,,,Don Valley West,Don Valley West (15),59e2b502-8adb-4fb8-8cd9-8ec1f3e7b0ec
"{""type"":""Point"",""coordinates"":[-79.39292152399997,43.711313872000005]}",179,,110 & 120 Broadway Avenue,,Open space and internal midblock connection,,,-79.39292152,43.71131387,FUTURE,,,,Don Valley West,Don Valley West (15),d9b12d48-a943-459c-ab18-d62ec64c60da
"{""type"":""Point"",""coordinates"":[-79.39068468400001,43.65151643600001]}",180,,10 Stephanie Street,,"A plaza with landscaped raised planters, seating, lighting and bicycle parking.",,,-79.39068468,43.65151644,EXISTING,,,,Spadina-Fort York,Spadina-Fort York (10),0d47045f-2e50-4a1f-a209-86dbb5eb8599
"{""type"":""Point"",""coordinates"":[-79.252398158,43.779123142]}",181,,5 Corporate Drive,,POPs plaza and walkway in the Scarborough Center connecting Corporate Drive/Consilium Place intersection and McCowan Road.,,,-79.25239816,43.77912314,FUTURE,,,,Scarborough-Guildwood,Scarborough-Guildwood (24),1e58d9db-c898-4fa9-aee9-e8e4f866db9e
"{""type"":""Point"",""coordinates"":[-79.344749423,43.72021742000004]}",182,,1150 Eglinton Avenue East (Block 12),,Future POPs,,,-79.34474942,43.72021742,FUTURE,,,,Don Valley East,Don Valley East (16),45e09d6c-1b9c-4558-8cc3-a811771240b9
"{""type"":""Point"",""coordinates"":[-79.37128350699999,43.65275154300002]}",183,,109-125 George Street & 231 Richmond Street,,POPS approved in by-law 103-2022,,,-79.37128351,43.652751540000004,FUTURE,,,,Toronto Centre,Toronto Centre (13),a255d52d-3d38-47af-9cc3-6edba956e4c6
"{""type"":""Point"",""coordinates"":[-79.24010337799996,43.71899405200003]}",184,,2746 & 2800 Kingston Road,,Created by by-law 646-2021,,,-79.24010338,43.71899405,FUTURE,,,,Scarborough Southwest,Scarborough Southwest (20),2552e3e1-17a4-495b-8ff1-01b5431a0d2e
"{""type"":""Point"",""coordinates"":[-79.43544796499998,43.658838470000035]}",185,,"980 Dufferin Street, 1141 Bloor Street West, 90 Croatia Street",,"Mid-block connections, created by by-law 700-2021",,,-79.43544797,43.65883847,FUTURE,,,,Davenport,Davenport (9),5d5f8965-ffda-4d6e-a0fb-a20bb1cd4acf
"{""type"":""Point"",""coordinates"":[-79.38802371599996,43.66716567000003]}",186,,1075 Bay Street,,"Open space of at least 265 m2 at south-east corner of site, and interior mid-block connection.  Created by by-law 833-2021",,,-79.38802372,43.667165669999996,FUTURE,,,,Toronto Centre,Toronto Centre (13),5f2cfe5a-7f59-4ce0-a1ef-841ef49c64ff
"{""type"":""Point"",""coordinates"":[-79.54601538699995,43.67879001700004]}",187,,250 Wincott Drive and 4620 Eglinton Avenue West,,Open space between Buildings B and C.,,,-79.54601539000001,43.67879002,FUTURE,,,,Etobicoke Centre,Etobicoke Centre (2),de9b37f2-4ad3-41fd-bad3-6ebf45b5a356
"{""type"":""Point"",""coordinates"":[-79.467685647,43.66562659700003]}",188,,2946-2968 Dundas Street West,,Open space at north-east corner of Dundas Street West and Pacific Avenue.  Created by by-law 898-2021.,,,-79.46768565,43.665626599999996,FUTURE,,,,Parkdale-High Park,Parkdale-High Park (4),8edddee7-9545-4674-aa85-dc34c27bb255
"{""type"":""Point"",""coordinates"":[-79.33946965999996,43.71975963400001]}",189,,770 Don Mills Road,,Pedestrian walkway,,,-79.33946965999999,43.719759630000006,FUTURE,,,,Don Valley East,Don Valley East (16),d5d5cd74-dead-460a-b9a4-b7fe8e58bd66
"{""type"":""Point"",""coordinates"":[-79.33829172999998,43.72020463000001]}",190,,805 Don Mills Road,,Mid-block connection.,,,-79.33829173,43.72020463,FUTURE,,,,Don Valley East,Don Valley East (16),5a6d775e-820f-4654-b1d2-022920effd08
"{""type"":""Point"",""coordinates"":[-79.33299995699997,43.71717484800001]}",191,,25 St. Dennis Drive,,Two separate mid-block connections to the park area.,,,-79.33299996,43.71717485,FUTURE,,,,Don Valley East,Don Valley East (16),4d4340d4-0c9f-4da1-991f-d6fc73ea2f78
"{""type"":""Point"",""coordinates"":[-79.26149779399998,43.77405691400003]}",192,,25 Borough Drive,,Mid-block connection,,,-79.26149778999999,43.77405691,FUTURE,,,,Scarborough Centre,Scarborough Centre (21),782d6a5d-8b4e-4dcc-8928-fbe04f61cc48
"{""type"":""Point"",""coordinates"":[-79.29142000599995,43.727633198000035]}",193,,1910 Eglinton Avenue East,,Open space along Eglinton Avenue East frontage,,,-79.29142001,43.7276332,FUTURE,,,,Scarborough Centre,Scarborough Centre (21),eda63dd4-eec8-4d2a-9c4d-e90bfb4447b7
"{""type"":""Point"",""coordinates"":[-79.26878479199996,43.78714339300001]}",194,,4415-4419 Sheppard Avenue East,,Open space at south-west corner of Sheppard Avenue East and Brimley Road.,,,-79.26878479,43.787143390000004,FUTURE,,,,Scarborough North,Scarborough North (23),eff74fe1-b2c6-4565-8b29-0ca28f961578
"{""type"":""Point"",""coordinates"":[-79.28516746399998,43.77812102200005]}",195,,2075 Kennedy Road & 26 & 50 Village Green Square,,"Two spaces - open space at the north-east corner of Kennedy Road and Village Green Square, and one interior midblock connection off of Village Green Square.",,,-79.28516746,43.77812102,FUTURE,,,,Scarborough-Agincourt,Scarborough-Agincourt (22),4782adf3-d39f-40a3-98e7-7305db335064
"{""type"":""Point"",""coordinates"":[-79.25667892899997,43.77270832800002]}",196,,158 Borough Drive,,Interior midblock connection and small open space.,,,-79.25667893,43.77270833,FUTURE,,,,Scarborough Centre,Scarborough Centre (21),a604c84d-9178-4355-84c6-44e5345e5e9e
"{""type"":""Point"",""coordinates"":[-79.53243494899999,43.64351921300005]}",199,,5145 Dundas Street West,,Midblock connection,,,-79.53243495,43.64351921,EXISTING,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),e59cf014-2db1-45c1-990d-f7eb3ca2e7f3
"{""type"":""Point"",""coordinates"":[-79.53230352099996,43.64346874700004]}",200,,5145 Dundas Street West,,Midblock connection,,,-79.53230352000001,43.64346875,EXISTING,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),469d81ed-ee52-4472-93e9-631883b1e1d5
"{""type"":""Point"",""coordinates"":[-79.53201920699996,43.64287674600001]}",201,,5145 Dundas Street West,,Midblock connection,,,-79.53201921,43.64287675,EXISTING,,,,Etobicoke-Lakeshore,Etobicoke-Lakeshore (3),f31e36a0-4de9-47ab-8037-9fcc085d3eae
"{""type"":""Point"",""coordinates"":[-79.47021289999998,43.636304897]}",202,,103 The Queensway,,Open space between two towers,,,-79.4702129,43.6363049,EXISTING,,,,Parkdale-High Park,Parkdale-High Park (4),383241e8-15a6-47ac-8232-e7dc0b8f18e2
"{""type"":""Point"",""coordinates"":[-79.471250951,43.635799769000016]}",203,,105 The Queensway,,Open space between two buildings.,,,-79.47125095,43.63579977,EXISTING,,,,Parkdale-High Park,Parkdale-High Park (4),547f7bbe-0b80-44ce-a51e-98542c457c88
"{""type"":""Point"",""coordinates"":[-79.46893214799996,43.636943005000035]}",204,,15 Windermere Avenue,,Open space addressing Windermere Ave.,,,-79.46893215,43.636942999999995,EXISTING,,,,Parkdale-High Park,Parkdale-High Park (4),9c1254ba-3496-4b2f-b2b9-fe0297d229af
